YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2019,2019,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,51.5,51.5,,,46.9,56.1,730,,,,,"$50,000 - $74,999",,"(35.47203135600046, -97.52107021399968)",FV,FV1,Q018,VALUE,40,Income,"$50,000 - $74,999",INC,INC5075
2019,2019,MT,Montana,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,41.3,41.3,,,38.2,44.5,1287,,55 - 64,,,,,"(47.06652897200047, -109.42442064499971)",FV,FV1,Q018,VALUE,30,Age (years),55 - 64,AGEYR,AGEYR5564
2019,2019,WY,Wyoming,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,43.3,43.3,,,37.2,49.5,557,,,,,"$35,000 - $49,999",,"(43.23554134300048, -108.10983035299967)",FV,FV1,Q018,VALUE,56,Income,"$35,000 - $49,999",INC,INC3550
2019,2019,MD,Maryland,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,24.5,24.5,,,16.5,34.7,161,,,,,,Other,"(39.29058096400047, -76.60926011099963)",FV,FV1,Q018,VALUE,24,Race/Ethnicity,Other,RACE,RACEOTH
2019,2019,TX,Texas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,42.1,42.1,,,37.3,47.0,1279,,35 - 44,,,,,"(31.827240407000488, -99.42677020599967)",FV,FV1,Q018,VALUE,48,Age (years),35 - 44,AGEYR,AGEYR3544
2019,2019,MS,Mississippi,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,47.5,47.5,,,45.6,49.4,4649,Total,,,,,,"(32.745510099000455, -89.53803082499968)",FV,FV1,Q018,VALUE,28,Total,Total,OVR,OVERALL
2019,2019,CT,Connecticut,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,American Indian/Alaska Native,"(41.56266102000046, -72.64984095199964)",FV,FV1,Q018,VALUE,09,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2019,2019,CO,Colorado,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,37.0,37.0,,,35.7,38.3,8168,Total,,,,,,"(38.843840757000464, -106.13361092099967)",FV,FV1,Q018,VALUE,08,Total,Total,OVR,OVERALL
2019,2019,ID,Idaho,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,American Indian/Alaska Native,"(43.682630005000476, -114.3637300419997)",FV,FV1,Q018,VALUE,16,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2019,2019,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,32.6,32.6,,,30.1,35.3,2104,,65 or older,,,,,"(41.70828019300046, -71.52247031399963)",FV,FV1,Q018,VALUE,44,Age (years),65 or older,AGEYR,AGEYR65PLUS
2019,2019,GU,Guam,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Non-Hispanic Black,"(13.444304, 144.793731)",FV,FV1,Q018,VALUE,66,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2019,2019,CT,Connecticut,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,37.8,37.8,,,34.5,41.2,1252,,45 - 54,,,,,"(41.56266102000046, -72.64984095199964)",FV,FV1,Q018,VALUE,09,Age (years),45 - 54,AGEYR,AGEYR4554
2019,2019,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(43.65595011300047, -71.50036091999965)",FV,FV1,Q018,VALUE,33,Race/Ethnicity,Asian,RACE,RACEASN
2019,2019,UT,Utah,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,36.7,36.7,,,35.5,38.0,9411,,,,,,Non-Hispanic White,"(39.360700171000474, -111.58713063499971)",FV,FV1,Q018,VALUE,49,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2019,2019,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,21.4,21.4,,,17.2,26.4,557,,45 - 54,,,,,"(44.39319117400049, -89.81637074199966)",FV,FV1,Q019,VALUE,55,Age (years),45 - 54,AGEYR,AGEYR4554
2019,2019,ND,North Dakota,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,38.2,38.2,,,34.9,41.7,1172,,55 - 64,,,,,"(47.47531977900047, -100.11842104899966)",FV,FV1,Q018,VALUE,38,Age (years),55 - 64,AGEYR,AGEYR5564
2019,2019,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,49.0,49.0,,,45.5,52.5,1573,,,High school graduate,,,,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q018,VALUE,05,Education,High school graduate,EDU,EDUHSGRAD
2019,2019,GA,Georgia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,39.3,39.3,,,34.1,44.8,689,,25 - 34,,,,,"(32.83968109300048, -83.62758034599966)",FV,FV1,Q018,VALUE,13,Age (years),25 - 34,AGEYR,AGEYR2534
2019,2019,MS,Mississippi,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,44.1,44.1,,,40.7,47.6,1345,,,Some college or technical school,,,,"(32.745510099000455, -89.53803082499968)",FV,FV1,Q018,VALUE,28,Education,Some college or technical school,EDU,EDUCOTEC
2019,2019,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,37.6,37.6,,,34.2,41.1,3135,,,,,"$75,000 or greater",,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q018,VALUE,12,Income,"$75,000 or greater",INC,INC75PLUS
2019,2019,WV,West Virginia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,35.4,35.4,,,32.3,38.6,1417,,,College graduate,,,,"(38.66551020200046, -80.71264013499967)",FV,FV1,Q018,VALUE,54,Education,College graduate,EDU,EDUCOGRAD
2019,2019,WV,West Virginia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,American Indian/Alaska Native,"(38.66551020200046, -80.71264013499967)",FV,FV1,Q019,VALUE,54,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2019,2019,DE,Delaware,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,42.4,42.4,,,34.4,50.8,262,,,,,"$25,000 - $34,999",,"(39.008830667000495, -75.57774116799965)",FV,FV1,Q018,VALUE,10,Income,"$25,000 - $34,999",INC,INC2535
2019,2019,US,National,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,40.5,40.5,,,39.9,41.1,103029,,,Some college or technical school,,,,,FV,FV1,Q018,VALUE,59,Education,Some college or technical school,EDU,EDUCOTEC
2019,2019,IN,Indiana,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,48.5,48.5,,,43.6,53.5,684,,,,,"$25,000 - $34,999",,"(39.766910452000445, -86.14996019399968)",FV,FV1,Q018,VALUE,18,Income,"$25,000 - $34,999",INC,INC2535
2019,2019,NC,North Carolina,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,41.2,41.2,,,35.1,47.5,332,,,,,"$25,000 - $34,999",,"(35.466220975000454, -79.15925046299964)",FV,FV1,Q018,VALUE,37,Income,"$25,000 - $34,999",INC,INC2535
2019,2019,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,39.2,39.2,,,33.8,45.0,674,,,,,"$50,000 - $74,999",,"(41.70828019300046, -71.52247031399963)",FV,FV1,Q018,VALUE,44,Income,"$50,000 - $74,999",INC,INC5075
2019,2019,MO,Missouri,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(38.635790776000476, -92.56630005299968)",FV,FV1,Q018,VALUE,29,Race/Ethnicity,Asian,RACE,RACEASN
2019,2019,IA,Iowa,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,44.1,44.1,,,42.0,46.2,2790,,,Some college or technical school,,,,"(42.46940091300047, -93.81649055599968)",FV,FV1,Q018,VALUE,19,Education,Some college or technical school,EDU,EDUCOTEC
2019,2019,MN,Minnesota,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,42.1,42.1,,,40.1,44.3,3048,,,High school graduate,,,,"(46.35564873600049, -94.79420050299967)",FV,FV1,Q018,VALUE,27,Education,High school graduate,EDU,EDUHSGRAD
2019,2019,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,43.2,43.2,,,38.0,48.5,1426,,,Less than high school,,,,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q018,VALUE,12,Education,Less than high school,EDU,EDUHS
2019,2019,HI,Hawaii,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,36.5,36.5,,,34.3,38.7,3051,,,College graduate,,,,"(21.304850435000446, -157.85774940299973)",FV,FV1,Q018,VALUE,15,Education,College graduate,EDU,EDUCOGRAD
2019,2019,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,39.3,39.3,,,35.3,43.3,973,,,,Male,,,"(38.89037138500049, -77.03196112699965)",FV,FV1,Q018,VALUE,11,Gender,Male,GEN,MALE
2019,2019,GU,Guam,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,56.4,56.4,,,46.8,65.5,209,,,,,,2 or more races,"(13.444304, 144.793731)",FV,FV1,Q018,VALUE,66,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2019,2019,TN,Tennessee,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(35.68094058000048, -85.77449091399967)",FV,FV1,Q018,VALUE,47,Race/Ethnicity,Other,RACE,RACEOTH
2019,2019,VA,Virginia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(37.54268067400045, -78.45789046299967)",FV,FV1,Q018,VALUE,51,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2019,2019,KY,Kentucky,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,43.6,43.6,,,30.4,57.7,88,,,,,,Hispanic,"(37.645970271000465, -84.77497104799966)",FV,FV1,Q018,VALUE,21,Race/Ethnicity,Hispanic,RACE,RACEHIS
2019,2019,OH,Ohio,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,42.6,42.6,,,41.1,44.1,10509,,,,,,Non-Hispanic White,"(40.06021014100048, -82.40426005599966)",FV,FV1,Q018,VALUE,39,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2019,2019,MI,Michigan,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,39.5,39.5,,,36.1,43.1,1535,,,,,Data not reported,,"(44.6613195430005, -84.71439026999968)",FV,FV1,Q018,VALUE,26,Income,Data not reported,INC,INCNR
2019,2019,US,National,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,39.4,39.4,,,39.1,39.8,280780,,,,,,Non-Hispanic White,,FV,FV1,Q018,VALUE,59,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2019,2019,NY,New York,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,35.5,35.5,,,32.7,38.3,2441,,55 - 64,,,,,"(42.82700103200045, -75.54397042699964)",FV,FV1,Q018,VALUE,36,Age (years),55 - 64,AGEYR,AGEYR5564
2019,2019,UT,Utah,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,35.6,35.6,,,33.1,38.3,1900,,35 - 44,,,,,"(39.360700171000474, -111.58713063499971)",FV,FV1,Q018,VALUE,49,Age (years),35 - 44,AGEYR,AGEYR3544
2019,2019,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,27.3,27.3,,,21.6,33.8,429,,,,,"$25,000 - $34,999",,"(44.39319117400049, -89.81637074199966)",FV,FV1,Q019,VALUE,55,Income,"$25,000 - $34,999",INC,INC2535
2019,2019,ND,North Dakota,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,40.1,40.1,,,38.1,42.2,4729,,,,,,Non-Hispanic White,"(47.47531977900047, -100.11842104899966)",FV,FV1,Q018,VALUE,38,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2019,2019,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,40.7,40.7,,,36.2,45.5,858,,,Less than high school,,,,"(41.6410409880005, -99.36572062299967)",FV,FV1,Q018,VALUE,31,Education,Less than high school,EDU,EDUHS
2019,2019,TN,Tennessee,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,42.4,42.4,,,38.9,46.0,1416,,,Some college or technical school,,,,"(35.68094058000048, -85.77449091399967)",FV,FV1,Q018,VALUE,47,Education,Some college or technical school,EDU,EDUCOTEC
2019,2019,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,44.0,44.0,,,41.1,46.8,2029,,,,Male,,,"(44.39319117400049, -89.81637074199966)",FV,FV1,Q018,VALUE,55,Gender,Male,GEN,MALE
2019,2019,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,31.2,31.2,,,28.6,34.0,1823,,65 or older,,,,,"(40.79373015200048, -77.86070029399963)",FV,FV1,Q018,VALUE,42,Age (years),65 or older,AGEYR,AGEYR65PLUS
2019,2019,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,44.9,44.9,,,39.6,50.4,428,,35 - 44,,,,,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q018,VALUE,05,Age (years),35 - 44,AGEYR,AGEYR3544
2019,2019,MD,Maryland,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,38.0,38.0,,,30.5,46.2,252,,,,,,2 or more races,"(39.29058096400047, -76.60926011099963)",FV,FV1,Q018,VALUE,24,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2019,2019,UT,Utah,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,38.8,38.8,,,34.8,43.0,956,,,,,"$15,000 - $24,999",,"(39.360700171000474, -111.58713063499971)",FV,FV1,Q018,VALUE,49,Income,"$15,000 - $24,999",INC,INC1525
2019,2019,LA,Louisiana,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,43.7,43.7,,,37.0,50.5,278,,18 - 24,,,,,"(31.31266064400046, -92.44568007099969)",FV,FV1,Q018,VALUE,22,Age (years),18 - 24,AGEYR,AGEYR1824
2019,2019,NM,New Mexico,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,43.0,43.0,,,40.5,45.6,2913,,,,,,Non-Hispanic White,"(34.52088095200048, -106.24058098499967)",FV,FV1,Q018,VALUE,35,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2019,2019,MO,Missouri,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,46.2,46.2,,,41.9,50.6,857,,45 - 54,,,,,"(38.635790776000476, -92.56630005299968)",FV,FV1,Q018,VALUE,29,Age (years),45 - 54,AGEYR,AGEYR4554
2019,2019,OR,Oregon,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,44.9,44.9,,,35.9,54.3,166,,,,,,2 or more races,"(44.56744942400047, -120.15503132599969)",FV,FV1,Q018,VALUE,41,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2019,2019,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,40.0,40.0,,,34.7,45.7,591,,,,,"$35,000 - $49,999",,"(44.39319117400049, -89.81637074199966)",FV,FV1,Q018,VALUE,55,Income,"$35,000 - $49,999",INC,INC3550
2019,2019,GU,Guam,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,48.9,48.9,,,43.5,54.3,536,,,,,"$75,000 or greater",,"(13.444304, 144.793731)",FV,FV1,Q018,VALUE,66,Income,"$75,000 or greater",INC,INC75PLUS
2019,2019,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,35.4,35.4,,,29.1,42.3,360,,,,,,Hispanic,"(41.70828019300046, -71.52247031399963)",FV,FV1,Q018,VALUE,44,Race/Ethnicity,Hispanic,RACE,RACEHIS
2019,2019,HI,Hawaii,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,43.6,43.6,,,38.1,49.4,491,,,,,"Less than $15,000",,"(21.304850435000446, -157.85774940299973)",FV,FV1,Q018,VALUE,15,Income,"Less than $15,000",INC,INCLESS15
2019,2019,OR,Oregon,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,41.8,41.8,,,35.6,48.2,332,,,Less than high school,,,,"(44.56744942400047, -120.15503132599969)",FV,FV1,Q018,VALUE,41,Education,Less than high school,EDU,EDUHS
2019,2019,IA,Iowa,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,43.0,43.0,,,39.7,46.5,1112,,,,,"$35,000 - $49,999",,"(42.46940091300047, -93.81649055599968)",FV,FV1,Q018,VALUE,19,Income,"$35,000 - $49,999",INC,INC3550
2019,2019,MO,Missouri,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,42.8,42.8,,,38.3,47.5,725,,25 - 34,,,,,"(38.635790776000476, -92.56630005299968)",FV,FV1,Q018,VALUE,29,Age (years),25 - 34,AGEYR,AGEYR2534
2019,2019,ME,Maine,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,39.1,39.1,,,26.8,52.9,143,,,,,,Hispanic,"(45.254228894000505, -68.98503133599962)",FV,FV1,Q018,VALUE,23,Race/Ethnicity,Hispanic,RACE,RACEHIS
2019,2019,SD,South Dakota,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(44.353130053000484, -100.3735306369997)",FV,FV1,Q018,VALUE,46,Race/Ethnicity,Other,RACE,RACEOTH
2019,2019,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,44.3,44.3,,,29.8,59.8,58,,,,,,Asian,"(38.89037138500049, -77.03196112699965)",FV,FV1,Q018,VALUE,11,Race/Ethnicity,Asian,RACE,RACEASN
2019,2019,AK,Alaska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,44.8,44.8,,,34.8,55.4,269,,,,,"$15,000 - $24,999",,"(64.84507995700051, -147.72205903599973)",FV,FV1,Q018,VALUE,02,Income,"$15,000 - $24,999",INC,INC1525
2019,2019,VT,Vermont,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,34.5,34.5,,,30.4,38.7,829,,45 - 54,,,,,"(43.62538123900049, -72.51764079099962)",FV,FV1,Q018,VALUE,50,Age (years),45 - 54,AGEYR,AGEYR4554
2019,2019,SC,South Carolina,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,48.1,48.1,,,44.1,52.1,874,,45 - 54,,,,,"(33.998821303000454, -81.04537120699968)",FV,FV1,Q018,VALUE,45,Age (years),45 - 54,AGEYR,AGEYR4554
2019,2019,MI,Michigan,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(44.6613195430005, -84.71439026999968)",FV,FV1,Q018,VALUE,26,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2019,2019,KY,Kentucky,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,46.0,46.0,,,42.1,50.0,1573,,55 - 64,,,,,"(37.645970271000465, -84.77497104799966)",FV,FV1,Q018,VALUE,21,Age (years),55 - 64,AGEYR,AGEYR5564
2019,2019,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,57.0,57.0,,,52.8,61.0,907,,,,,Data not reported,,"(18.220833, -66.590149)",FV,FV1,Q018,VALUE,72,Income,Data not reported,INC,INCNR
2019,2019,GU,Guam,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,38.7,38.7,,,31.5,46.4,412,,55 - 64,,,,,"(13.444304, 144.793731)",FV,FV1,Q018,VALUE,66,Age (years),55 - 64,AGEYR,AGEYR5564
2019,2019,WA,Washington,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,16.8,16.8,,,15.3,18.6,3430,,,Some college or technical school,,,,"(47.52227862900048, -120.47001078999972)",FV,FV1,Q019,VALUE,53,Education,Some college or technical school,EDU,EDUCOTEC
2019,2019,AL,Alabama,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,45.0,45.0,,,31.3,59.6,78,,,,,,2 or more races,"(32.84057112200048, -86.63186076199969)",FV,FV1,Q018,VALUE,01,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2019,2019,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,38.0,38.0,,,35.1,40.9,2261,,,,Male,,,"(43.65595011300047, -71.50036091999965)",FV,FV1,Q018,VALUE,33,Gender,Male,GEN,MALE
2019,2019,VA,Virginia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,11.3,11.3,,,9.9,13.0,3067,,,,,"$75,000 or greater",,"(37.54268067400045, -78.45789046299967)",FV,FV1,Q019,VALUE,51,Income,"$75,000 or greater",INC,INC75PLUS
