"Notes"	"Cancer Sites"	"Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"All Cancer Sites Combined"	"0"	"Nevada"	"32"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	52	100990	51.5
	"All Cancer Sites Combined"	"0"	"Nevada"	"32"	"2019"	"2019"	"Male"	"M"	"50-54 years"	"50-54"	96	98820	97.1
	"All Cancer Sites Combined"	"0"	"Nevada"	"32"	"2019"	"2019"	"Male"	"M"	"55-59 years"	"55-59"	179	98946	180.9
	"All Cancer Sites Combined"	"0"	"Nevada"	"32"	"2019"	"2019"	"Male"	"M"	"60-64 years "	"60-64"	299	90501	330.4
	"All Cancer Sites Combined"	"0"	"Nevada"	"32"	"2019"	"2019"	"Male"	"M"	"65-69 years"	"65-69"	417	78175	533.4
	"All Cancer Sites Combined"	"0"	"Nevada"	"32"	"2019"	"2019"	"Male"	"M"	"70-74 years"	"70-74"	532	66987	794.2
	"All Cancer Sites Combined"	"0"	"Nevada"	"32"	"2019"	"2019"	"Male"	"M"	"75-79 years"	"75-79"	466	44689	1042.8
	"All Cancer Sites Combined"	"0"	"Nevada"	"32"	"2019"	"2019"	"Male"	"M"	"80-84 years"	"80-84"	370	25806	1433.8
	"All Cancer Sites Combined"	"0"	"Nevada"	"32"	"2019"	"2019"	"Male"	"M"	"85+ years"	"85+"	443	18773	2359.8
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	"45-49 years"	"45-49"	26	46755	55.6
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	"50-54 years"	"50-54"	52	52638	98.8
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	"55-59 years"	"55-59"	93	56393	164.9
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	"60-64 years "	"60-64"	132	50355	262.1
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	"65-69 years"	"65-69"	159	41705	381.2
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	"70-74 years"	"70-74"	204	31414	649.4
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	"75-79 years"	"75-79"	180	20418	881.6
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	"80-84 years"	"80-84"	155	14914	1039.3
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	248	19473	1273.6
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	"45-49 years"	"45-49"	23	45987	50.0
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	"50-54 years"	"50-54"	59	51224	115.2
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	"55-59 years"	"55-59"	115	54550	210.8
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	"60-64 years "	"60-64"	150	48463	309.5
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	"65-69 years"	"65-69"	229	39703	576.8
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	"70-74 years"	"70-74"	211	28967	728.4
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	"75-79 years"	"75-79"	232	17567	1320.7
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	"80-84 years"	"80-84"	207	11194	1849.2
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	"85+ years"	"85+"	219	10423	2101.1
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	"45-49 years"	"45-49"	30	43502	69.0
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	"50-54 years"	"50-54"	59	49166	120.0
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	"55-59 years"	"55-59"	99	56257	176.0
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	"60-64 years "	"60-64"	144	53047	271.5
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	"65-69 years"	"65-69"	185	43716	423.2
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	"70-74 years"	"70-74"	196	35190	557.0
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	"75-79 years"	"75-79"	167	23336	715.6
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	"80-84 years"	"80-84"	139	15363	904.8
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	"85+ years"	"85+"	238	19531	1218.6
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	29	42773	67.8
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	"50-54 years"	"50-54"	44	47885	91.9
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	"55-59 years"	"55-59"	99	54061	183.1
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	"60-64 years "	"60-64"	190	51031	372.3
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	"65-69 years"	"65-69"	192	41157	466.5
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	"70-74 years"	"70-74"	261	32350	806.8
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	"75-79 years"	"75-79"	220	20314	1083.0
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	"80-84 years"	"80-84"	209	11780	1774.2
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	"85+ years"	"85+"	259	10777	2403.3
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	"25-29 years"	"25-29"	20	279049	7.2
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	"30-34 years"	"30-34"	39	282754	13.8
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	"35-39 years"	"35-39"	53	289978	18.3
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	"40-44 years"	"40-44"	89	281356	31.6
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	"45-49 years"	"45-49"	202	314421	64.2
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	"50-54 years"	"50-54"	353	333879	105.7
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	"55-59 years"	"55-59"	575	332317	173.0
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	"60-64 years "	"60-64"	787	291397	270.1
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	"65-69 years"	"65-69"	922	239278	385.3
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	"70-74 years"	"70-74"	1095	191535	571.7
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	"75-79 years"	"75-79"	1077	136800	787.3
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	"80-84 years"	"80-84"	1098	101619	1080.5
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	1908	134560	1418.0
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	"25-29 years"	"25-29"	20	293243	6.8
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	"30-34 years"	"30-34"	24	287292	8.4
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	"35-39 years"	"35-39"	44	285024	15.4
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	"40-44 years"	"40-44"	59	275049	21.5
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	"45-49 years"	"45-49"	152	300846	50.5
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	"50-54 years"	"50-54"	329	315207	104.4
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	"55-59 years"	"55-59"	605	314538	192.3
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	"60-64 years "	"60-64"	881	266663	330.4
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	"65-69 years"	"65-69"	1043	208211	500.9
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	"70-74 years"	"70-74"	1187	157590	753.2
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	"75-79 years"	"75-79"	1112	103016	1079.4
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	"80-84 years"	"80-84"	1046	68524	1526.5
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	"85+ years"	"85+"	1481	68049	2176.4
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	"30-34 years"	"30-34"	27	283228	9.5
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	"35-39 years"	"35-39"	64	290980	22.0
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	"40-44 years"	"40-44"	98	281662	34.8
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	"45-49 years"	"45-49"	169	297915	56.7
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	"50-54 years"	"50-54"	328	316634	103.6
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	"55-59 years"	"55-59"	551	330304	166.8
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	"60-64 years "	"60-64"	759	302904	250.6
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	"65-69 years"	"65-69"	917	245973	372.8
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	"70-74 years"	"70-74"	1102	204229	539.6
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	"75-79 years"	"75-79"	1042	149031	699.2
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	"80-84 years"	"80-84"	1025	104886	977.3
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	"85+ years"	"85+"	1807	133201	1356.6
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	"25-29 years"	"25-29"	16	295766	5.4
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	"30-34 years"	"30-34"	26	291378	8.9
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	"35-39 years"	"35-39"	37	289218	12.8
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	"40-44 years"	"40-44"	71	275804	25.7
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	121	287110	42.1
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	"50-54 years"	"50-54"	269	299421	89.8
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	"55-59 years"	"55-59"	560	312164	179.4
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	"60-64 years "	"60-64"	842	278186	302.7
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	"65-69 years"	"65-69"	986	215780	456.9
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	"70-74 years"	"70-74"	1147	168667	680.0
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	"75-79 years"	"75-79"	1184	113439	1043.7
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	"80-84 years"	"80-84"	1070	71989	1486.3
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	"85+ years"	"85+"	1396	68988	2023.5
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	"35-39 years"	"35-39"	21	64555	32.5
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	"40-44 years"	"40-44"	26	58342	44.6
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	"45-49 years"	"45-49"	37	60851	60.8
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	"50-54 years"	"50-54"	72	64670	111.3
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	"55-59 years"	"55-59"	126	72650	173.4
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	"60-64 years "	"60-64"	182	70754	257.2
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	"65-69 years"	"65-69"	230	63226	363.8
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	"70-74 years"	"70-74"	281	47944	586.1
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	"75-79 years"	"75-79"	205	33161	618.2
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	"80-84 years"	"80-84"	206	22817	902.8
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	284	24534	1157.6
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	"40-44 years"	"40-44"	16	58023	27.6
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	"45-49 years"	"45-49"	43	59248	72.6
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	"50-54 years"	"50-54"	68	61206	111.1
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	"55-59 years"	"55-59"	160	67818	235.9
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	"60-64 years "	"60-64"	194	63207	306.9
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	"65-69 years"	"65-69"	272	56749	479.3
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	"70-74 years"	"70-74"	334	42692	782.3
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	"75-79 years"	"75-79"	250	28033	891.8
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	"80-84 years"	"80-84"	270	18189	1484.4
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	"85+ years"	"85+"	293	15317	1912.9
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	"35-39 years"	"35-39"	16	66907	23.9
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	"40-44 years"	"40-44"	22	59463	37.0
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	"45-49 years"	"45-49"	40	59504	67.2
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	"50-54 years"	"50-54"	55	60421	91.0
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	"55-59 years"	"55-59"	117	71160	164.4
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	"60-64 years "	"60-64"	171	71272	239.9
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	"65-69 years"	"65-69"	212	65647	322.9
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	"70-74 years"	"70-74"	238	53566	444.3
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	"75-79 years"	"75-79"	262	36542	717.0
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	"80-84 years"	"80-84"	190	24533	774.5
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	"85+ years"	"85+"	302	25359	1190.9
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	"40-44 years"	"40-44"	17	59804	28.4
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	35	57855	60.5
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	"50-54 years"	"50-54"	74	57685	128.3
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	"55-59 years"	"55-59"	129	66168	195.0
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	"60-64 years "	"60-64"	231	63886	361.6
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	"65-69 years"	"65-69"	308	57559	535.1
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	"70-74 years"	"70-74"	318	47866	664.4
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	"75-79 years"	"75-79"	287	31091	923.1
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	"80-84 years"	"80-84"	254	19595	1296.2
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	"85+ years"	"85+"	289	16033	1802.5
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Female"	"F"	"20-24 years"	"20-24"	19	662358	2.9
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Female"	"F"	"25-29 years"	"25-29"	31	745611	4.2
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Female"	"F"	"30-34 years"	"30-34"	65	693463	9.4
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Female"	"F"	"35-39 years"	"35-39"	128	638933	20.0
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Female"	"F"	"40-44 years"	"40-44"	205	591791	34.6
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Female"	"F"	"45-49 years"	"45-49"	412	652637	63.1
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Female"	"F"	"50-54 years"	"50-54"	800	696844	114.8
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Female"	"F"	"55-59 years"	"55-59"	1308	707219	184.9
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Female"	"F"	"60-64 years "	"60-64"	1731	636532	271.9
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Female"	"F"	"65-69 years"	"65-69"	2085	541115	385.3
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Female"	"F"	"70-74 years"	"70-74"	2363	421542	560.6
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Female"	"F"	"75-79 years"	"75-79"	2299	306297	750.6
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Female"	"F"	"80-84 years"	"80-84"	2196	227792	964.0
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	3702	301557	1227.6
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Male"	"M"	"15-19 years"	"15-19"	20	611556	3.3
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Male"	"M"	"20-24 years"	"20-24"	31	666109	4.7
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Male"	"M"	"25-29 years"	"25-29"	49	747063	6.6
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Male"	"M"	"30-34 years"	"30-34"	58	690379	8.4
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Male"	"M"	"35-39 years"	"35-39"	105	624610	16.8
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Male"	"M"	"40-44 years"	"40-44"	173	568324	30.4
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Male"	"M"	"45-49 years"	"45-49"	341	621471	54.9
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Male"	"M"	"50-54 years"	"50-54"	725	654513	110.8
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Male"	"M"	"55-59 years"	"55-59"	1297	657423	197.3
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Male"	"M"	"60-64 years "	"60-64"	1991	577427	344.8
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Male"	"M"	"65-69 years"	"65-69"	2390	469642	508.9
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Male"	"M"	"70-74 years"	"70-74"	2555	343318	744.2
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Male"	"M"	"75-79 years"	"75-79"	2396	228845	1047.0
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Male"	"M"	"80-84 years"	"80-84"	2257	154644	1459.5
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2017"	"2017"	"Male"	"M"	"85+ years"	"85+"	3156	153429	2057.0
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"20-24 years"	"20-24"	21	635399	3.3
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"25-29 years"	"25-29"	40	732300	5.5
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"30-34 years"	"30-34"	72	699367	10.3
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"35-39 years"	"35-39"	132	642101	20.6
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"40-44 years"	"40-44"	209	589526	35.5
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"45-49 years"	"45-49"	361	613969	58.8
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"50-54 years"	"50-54"	696	656788	106.0
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"55-59 years"	"55-59"	1177	699982	168.1
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"60-64 years "	"60-64"	1643	653612	251.4
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"65-69 years"	"65-69"	2033	551794	368.4
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"70-74 years"	"70-74"	2312	454732	508.4
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"75-79 years"	"75-79"	2319	329691	703.4
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"80-84 years"	"80-84"	2104	237200	887.0
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2019"	"2019"	"Female"	"F"	"85+ years"	"85+"	3692	302494	1220.5
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"10-14 years"	"10-14"	19	563007	3.4
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"15-19 years"	"15-19"	24	596911	4.0
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"20-24 years"	"20-24"	34	632738	5.4
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"25-29 years"	"25-29"	42	734405	5.7
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"30-34 years"	"30-34"	63	703845	9.0
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"35-39 years"	"35-39"	100	630588	15.9
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"40-44 years"	"40-44"	170	568714	29.9
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	325	582890	55.8
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"50-54 years"	"50-54"	617	618377	99.8
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2019"	"2019"	"Male"	"M"	"55-59 years"	"55-59"	1232	649310	189.7
